movie_title,original_genres,predicted_genres
N-Secure,"['Drama', 'Crime', 'Thriller']",Drama
Caramel,"['Drama', 'Comedy', 'Romance']",Comedy Drama Romance
Out of the Dark,"['Thriller', 'Horror']",
The Bubble,"['Drama', 'Romance']",Drama Romance
The Conversation,"['Crime', 'Drama', 'Mystery']",
Dil Jo Bhi Kahey...,['Romance'],
Mississippi Mermaid,"['Crime', 'Drama', 'Romance']",Drama Romance
I Love Your Work,"['Drama', 'Mystery']",Drama
Cabin Fever,['Horror'],Horror
Waitress,['Comedy'],Comedy Drama Romance
Bloodsport,['Action'],Action Drama
Mr. Smith Goes to Washington,"['Comedy', 'Drama']",Drama
Kids,"['Drama', 'Crime']",Drama
The Squid and the Whale,"['Comedy', 'Drama']",Drama
Kissing Jessica Stein,['Comedy'],Comedy Drama
Kickboxer: Vengeance,"['Action', 'Drama']",Action
Spellbound,"['Drama', 'Mystery', 'Thriller']",Drama Thriller
Exotica,"['Drama', 'Mystery']",Drama
Buffalo '66,"['Romance', 'Comedy', 'Crime', 'Drama']",Comedy Drama
Insidious,"['Horror', 'Thriller']",Horror Thriller
Repo Man,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']",Thriller
Nine Queens,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller
The Gatekeepers,['Documentary'],
The Ballad of Jack and Rose,['Drama'],Drama
The To Do List,"['Comedy', 'Romance']",Comedy Drama Romance
Killing Zoe,"['Action', 'Crime', 'Drama', 'Thriller']",Crime Drama
The Believer,['Drama'],Drama
Snow Angels,"['Drama', 'Romance']",Drama Romance
Unsullied,"['Thriller', 'Action', 'Horror']",Thriller
Session 9,"['Horror', 'Mystery']",
I Want Someone to Eat Cheese With,"['Comedy', 'Romance']",Comedy
Mooz-lum,['Drama'],Drama
Hatchet,"['Comedy', 'Horror']",Thriller
Modern Times,"['Drama', 'Comedy']",Drama
Stolen Summer,"['Drama', 'Family', 'Comedy']",Comedy
My Name Is Bruce,"['Comedy', 'Horror']",
The Salon,['Comedy'],Comedy Drama
Road Hard,['Comedy'],Comedy
Forty Shades of Blue,"['Drama', 'Romance']",Drama
Amigo,"['Drama', 'History', 'War']",Drama
Pontypool,"['Horror', 'Mystery', 'Science Fiction']",Horror
Trucker,['Drama'],Drama
Me You and Five Bucks,"['Romance', 'Comedy', 'Drama']",Drama Romance
The Lords of Salem,"['Horror', 'Thriller']",
Housebound,"['Horror', 'Comedy', 'Thriller']",Comedy
Wal-Mart: The High Cost of Low Price,['Documentary'],
Fetching Cody,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']",Drama
Last I Heard,"['Drama', 'Comedy']",Drama
Closer to the Moon,"['Comedy', 'Drama']",Action Crime Drama
Mutant World,['Science Fiction'],Science Fiction
Growing Up Smith,"['Comedy', 'Family', 'Drama']",Drama
Checkmate,"['Thriller', 'Action', 'Crime']",Action Thriller
#Horror,"['Drama', 'Mystery', 'Horror', 'Thriller']",Drama
Wind Walkers,"['Action', 'Horror', 'Thriller']",
Snow White and the Seven Dwarfs,"['Fantasy', 'Animation', 'Family']",
The Holy Girl,"['Drama', 'Foreign']",Drama
Shalako,['Western'],
Incident at Loch Ness,"['Adventure', 'Comedy', 'Horror']",
The Dog Lover,['Drama'],Comedy
GirlHouse,"['Horror', 'Thriller']",Thriller
The Blue Room,"['Drama', 'Crime', 'Thriller']",Crime Drama Thriller
House at the End of the Drive,"['Thriller', 'Horror']",
Batman,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']",Action Adventure
"Lock, Stock and Two Smoking Barrels","['Comedy', 'Crime']",Comedy
The Ballad of Gregorio Cortez,['Western'],
The Celebration,['Drama'],Drama
Trees Lounge,"['Comedy', 'Drama']",Comedy Drama
Journey from the Fall,['Drama'],Drama
The Basket,['Drama'],Drama
Eddie: The Sleepwalking Cannibal,"['Horror', 'Comedy']",
Queen of the Mountains,"['Drama', 'Action']",Drama
Def-Con 4,['Science Fiction'],Action Science Fiction
The Hebrew Hammer,"['Action', 'Comedy']",Comedy
Neal 'n' Nikki,"['Comedy', 'Romance']",Comedy
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,['Comedy'],Comedy
Forget Me Not,"['Drama', 'Horror', 'Romance']",Drama
Rebecca,"['Drama', 'Mystery']",Drama Romance
Friday the 13th Part 2,"['Horror', 'Thriller']",Horror Thriller
The Lost Weekend,['Drama'],Drama
C.H.U.D.,"['Horror', 'Science Fiction']",
Filly Brown,['Drama'],Drama
The Lion of Judah,"['Adventure', 'Animation', 'Comedy', 'Family']",
Niagara,"['Crime', 'Drama', 'Thriller']",Drama Thriller
How Green Was My Valley,['Drama'],Drama
Da Sweet Blood of Jesus,"['Thriller', 'Comedy', 'Romance']",
"Sex, Lies, and Videotape",['Drama'],Drama
Saw,"['Horror', 'Mystery', 'Crime']",
Super Troopers,"['Comedy', 'Crime', 'Mystery']",Comedy Crime
The Algerian,[],
The Amazing Catfish,"['Comedy', 'Drama']",Comedy Drama
Monsoon Wedding,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
You Can Count on Me,"['Drama', 'Romance']",Drama
The Trouble with Harry,"['Comedy', 'Mystery', 'Thriller']",Thriller
But I'm a Cheerleader,['Comedy'],Comedy Drama
Home Run,['Drama'],Drama
Reservoir Dogs,"['Crime', 'Thriller']",Crime Thriller
The Blue Bird,"['Drama', 'Family', 'Fantasy']",Family
"The Good, the Bad and the Ugly",['Western'],Action
The Second Mother,['Drama'],Drama
Blue Like Jazz,"['Drama', 'Comedy']",Drama
Down & Out With The Dolls,"['Comedy', 'Music']",Comedy
"Pink Ribbons, Inc.",['Documentary'],
Certifiably Jonathan,['Comedy'],Comedy
Desire,"['Drama', 'Romance']",Drama Romance
The Blade of Don Juan,"['Drama', 'Comedy']",Drama
Grand Theft Parsons,"['Crime', 'Comedy', 'Drama', 'Adventure']",Comedy Drama
Extreme Movie,['Comedy'],Comedy
The Charge of the Light Brigade,"['Action', 'Adventure', 'Drama', 'War']",Action Drama
Below Zero,"['Thriller', 'Horror']",Thriller
Crowsnest,[],
Airborne,"['Action', 'Adventure', 'Comedy']",Comedy
Cotton Comes to Harlem,"['Action', 'Adventure']",Drama
The Wicked Within,['Horror'],Drama
Bleeding Hearts,['Horror'],Horror
Waiting...,['Comedy'],Comedy
Dead Man's Shoes,"['Drama', 'Thriller', 'Crime']",Thriller
From a Whisper to a Scream,"['Comedy', 'Horror']",Drama
Sex With Strangers,['Documentary'],Drama
Dracula: Pages from a Virgin's Diary,['Horror'],Drama
Faith Like Potatoes,['Drama'],Drama
Beyond the Black Rainbow,"['Fantasy', 'Science Fiction', 'Horror']",
The Raid,"['Action', 'Thriller', 'Crime']",Action Crime Thriller
The Dead Undead,"['Horror', 'Science Fiction', 'Action']",Action Horror
The Vatican Exorcisms,"['Horror', 'Documentary', 'Mystery']",
Casablanca,"['Drama', 'Romance']",Drama Romance
Lake Mungo,"['Horror', 'Thriller']",Thriller
Rocket Singh: Salesman of the Year,"['Drama', 'Comedy', 'Romance']",Comedy Drama
Silent Running,"['Adventure', 'Drama', 'Science Fiction']",Adventure Science Fiction
Rocky,['Drama'],Drama
The Sleepwalker,['Drama'],Drama
Tom Jones,"['Adventure', 'Comedy', 'History', 'Romance']",Comedy Romance
Unfriended,"['Horror', 'Thriller']",
Taxi Driver,"['Crime', 'Drama']",Drama
The Howling,"['Drama', 'Horror']",Horror Thriller
Dr. No,"['Adventure', 'Action', 'Thriller']",Action Adventure Thriller
Chernobyl Diaries,"['Horror', 'Thriller']",
Hellraiser,['Horror'],Horror
God's Not Dead 2,['Drama'],Drama
Cry_Wolf,"['Horror', 'Thriller']",Thriller
Godzilla 2000,"['Adventure', 'Horror', 'Action', 'Science Fiction']",
Blue Valentine,"['Drama', 'Romance']",Drama Romance
Transamerica,['Drama'],Drama
The Devil Inside,"['Thriller', 'Horror']",Horror Thriller
Beyond the Valley of the Dolls,"['Comedy', 'Drama', 'Thriller']",Comedy
Love Me Tender,"['Drama', 'Action', 'Western', 'Music', 'Romance']",Drama
An Inconvenient Truth,['Documentary'],
Sands of Iwo Jima,"['Action', 'Drama', 'History', 'War']",Drama
Shine a Light,"['Documentary', 'Music']",
The Green Inferno,"['Action', 'Adventure', 'Horror', 'Thriller']",
Departure,"['Drama', 'Romance', 'Family']",Drama
The Sessions,"['Drama', 'Romance', 'Comedy']",Drama
"Food, Inc.",['Documentary'],
October Baby,['Drama'],Drama
Next Stop Wonderland,"['Comedy', 'Drama', 'Romance']",Comedy Drama
The Skeleton Twins,['Drama'],Drama
Martha Marcy May Marlene,"['Drama', 'Thriller']",Drama
Obvious Child,"['Comedy', 'Romance']",Comedy
Frozen River,['Drama'],Drama
20 Feet from Stardom,"['Documentary', 'Music']",
Two Girls and a Guy,"['Drama', 'Romance']",Comedy Drama Romance
Walking and Talking,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Who Killed the Electric Car?,['Documentary'],Drama
The Broken Hearts Club: A Romantic Comedy,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Bubba Ho-tep,"['Comedy', 'Horror', 'Thriller', 'Mystery', 'Fantasy']",
Slam,['Drama'],Drama
Brigham City,"['Crime', 'Drama', 'Mystery', 'Thriller']",Drama Thriller
Fiza,"['Drama', 'Foreign', 'Romance']",Drama
Orgazmo,['Comedy'],Comedy
All the Real Girls,"['Drama', 'Romance']",Drama Romance
Dream with the Fishes,['Comedy'],
Blue Car,['Drama'],Drama
Palo Alto,['Drama'],Drama
Ajami,"['Crime', 'Drama']",Drama
Wristcutters: A Love Story,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Comedy
I Origins,"['Science Fiction', 'Drama']",Drama
The Battle of Shaker Heights,"['Comedy', 'Drama', 'Romance']",Drama
The Act of Killing,['Documentary'],Drama
Taxi to the Dark Side,['Documentary'],
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,['Documentary'],Drama
Guiana 1838,['Drama'],Drama
Lisa Picard Is Famous,[],Comedy
Antarctica: A Year on Ice,"['Drama', 'Adventure', 'Documentary']",Drama
A LEGO Brickumentary,['Documentary'],
Hardflip,"['Drama', 'Action']",Drama
Chocolate: Deep Dark Secrets,['Thriller'],
The House of the Devil,"['Mystery', 'Horror']",
The Perfect Host,"['Comedy', 'Thriller', 'Crime']",Comedy
Safe Men,"['Comedy', 'Crime']",Comedy
Speedway Junky,"['Romance', 'Drama', 'Crime']",Drama
The Last Big Thing,"['Comedy', 'Drama']",Comedy Drama
The Specials,"['Action', 'Comedy']",
16 to Life,"['Comedy', 'Romance']",Comedy Romance
Alone With Her,"['Crime', 'Drama', 'Romance', 'Thriller']",Drama
Creative Control,"['Drama', 'Science Fiction']",
Special,"['Drama', 'Fantasy', 'Science Fiction']",Drama
Sparkler,[],Comedy
The Helix... Loaded,"['Action', 'Comedy', 'Science Fiction']",
In Her Line of Fire,"['Drama', 'Action', 'Thriller']",Action Thriller
The Jimmy Show,"['Comedy', 'Drama']",Comedy Drama
Heli,"['Crime', 'Drama']",Crime Drama
Karachi se Lahore,"['Family', 'Comedy']",Comedy
Loving Annabelle,"['Drama', 'Romance']",Drama
Hits,"['Drama', 'Comedy']",Drama
Jimmy and Judy,"['Action', 'Crime', 'Drama', 'Thriller']",
Frat Party,"['Comedy', 'Romance']",Comedy
The Party's Over,['Drama'],
Proud,['Drama'],Drama
The Poker House,['Drama'],Drama
Childless,[],
ZMD: Zombies of Mass Destruction,['Horror'],
Snow White: A Deadly Summer,"['Horror', 'Thriller']",
Hidden Away,"['Romance', 'Drama']",Drama
My Last Day Without You,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Steppin: The Movie,"['Comedy', 'Romance']",Comedy
Doc Holliday's Revenge,['Western'],
Black Rock,"['Thriller', 'Horror']",
Truth or Dare,"['Horror', 'Thriller', 'Mystery']",Thriller
The Pet,"['Drama', 'Thriller']",Drama
Bang Bang Baby,"['Science Fiction', 'Drama', 'Music']",Drama
Fear Clinic,['Horror'],Drama
Zombie Hunter,"['Comedy', 'Action', 'Science Fiction', 'Thriller']",Action Science Fiction
A Fine Step,['Drama'],Drama
Charly,"['Drama', 'Romance', 'Science Fiction']",Drama
Banshee Chapter,"['Horror', 'Thriller']",Thriller
Ask Me Anything,"['Drama', 'Mystery', 'Thriller']",Drama
And Then Came Love,"['Comedy', 'Romance']",Comedy
Food Chains,['Documentary'],
On the Waterfront,"['Crime', 'Drama']",Drama
L!fe Happens,['Comedy'],Comedy
"4 Months, 3 Weeks and 2 Days",['Drama'],Drama
The Horror Network Vol. 1,['Horror'],Horror
Hard Candy,"['Drama', 'Thriller']",Drama
The Quiet,"['Drama', 'Thriller']",Drama
Circumstance,['Drama'],Drama
Fruitvale Station,['Drama'],Drama
The Brass Teapot,"['Comedy', 'Fantasy', 'Thriller']",
Bambi,"['Animation', 'Drama', 'Family']",Drama Romance
The Hammer,['Comedy'],Comedy
Latter Days,"['Drama', 'Comedy', 'Romance']",Drama
Elza,['Drama'],Drama
1982,['Drama'],Drama
"For a Good Time, Call...",['Comedy'],Comedy
Celeste & Jesse Forever,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Time Changer,"['Comedy', 'Drama', 'Family', 'Science Fiction']",Science Fiction
London to Brighton,"['Crime', 'Drama', 'Thriller']",Drama
American Hero,"['Action', 'Comedy', 'Science Fiction']",
Windsor Drive,"['Thriller', 'Mystery']",Drama
A Separation,['Drama'],Drama
Crying with Laughter,"['Comedy', 'Drama', 'Thriller']",Comedy
Welcome to the Dollhouse,"['Comedy', 'Drama']",Comedy Drama
Ruby in Paradise,"['Drama', 'Romance']",Drama
Raising Victor Vargas,"['Drama', 'Romance']",Drama
Pandora's Box,"['Drama', 'Thriller', 'Romance']",Drama
Harrison Montgomery,[],
Live-In Maid,"['Drama', 'Foreign']",Drama
Deterrence,"['Action', 'Drama', 'Mystery', 'Thriller']",Drama
The Mudge Boy,['Drama'],Drama
The Young Unknowns,['Drama'],Comedy Drama
Not Cool,['Comedy'],Comedy
Dead Snow,"['Horror', 'Comedy']",Horror
Saints and Soldiers,"['Action', 'Adventure', 'Drama', 'History', 'War']",Drama History War
Vessel,"['Horror', 'Science Fiction']",Drama
American Graffiti,"['Comedy', 'Drama']",Comedy
Iraq for Sale: The War Profiteers,['Documentary'],
Aqua Teen Hunger Force Colon Movie Film for Theaters,"['Animation', 'Comedy']",
Safety Not Guaranteed,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",Comedy
Kevin Hart: Laugh at My Pain,"['Comedy', 'Documentary']",Comedy
Kill List,"['Horror', 'Thriller', 'Crime']",Thriller
The Innkeepers,"['Horror', 'Thriller']",Thriller
The Conformist,['Drama'],Drama
Interview with the Assassin,"['Drama', 'Thriller']",Drama
Donkey Punch,"['Horror', 'Drama', 'Thriller', 'Crime']",
All the Boys Love Mandy Lane,"['Horror', 'Mystery', 'Thriller']",Thriller
Bled,['Horror'],
High Noon,['Western'],
Hoop Dreams,['Documentary'],Comedy Drama
Rize,['Documentary'],
L.I.E.,['Drama'],Drama
The Sisterhood of Night,"['Mystery', 'Drama', 'Thriller']",
B-Girl,"['Crime', 'Drama', 'Music']",Drama
Half Nelson,['Drama'],Drama
Naturally Native,['Drama'],Drama
Hav Plenty,"['Action', 'Comedy', 'Romance', 'Science Fiction', 'Thriller']",Comedy
Adulterers,"['Thriller', 'Crime', 'Drama']",Drama
Escape from Tomorrow,"['Horror', 'Fantasy']",
Starsuckers,"['Documentary', 'Foreign']",
The Hadza:  Last of the First,['Documentary'],
After,"['Mystery', 'Thriller']",Drama
Treachery,['Drama'],Drama
Walter,"['Drama', 'Comedy']",Drama
Top Hat,"['Comedy', 'Music', 'Romance']",Comedy
The Blair Witch Project,"['Horror', 'Mystery']",
Woodstock,"['History', 'Documentary', 'Music']",Music
The Kentucky Fried Movie,['Comedy'],Comedy
Mercy Streets,"['Action', 'Adventure', 'Drama']",Drama
Carousel of Revenge,"['Thriller', 'Mystery']",
Broken Vessels,['Drama'],Drama
Water & Power,"['Crime', 'Drama']",Drama
They Will Have to Kill Us First,"['Music', 'Documentary']",Drama
Light from the Darkroom,[],Drama
The Country Doctor,"['Drama', 'Comedy']",Drama
The Maid's Room,['Thriller'],Drama
A Hard Day's Night,"['Comedy', 'Music']",Comedy Drama
The Harvest (La Cosecha),['Documentary'],Drama
Love Letters,"['Drama', 'Thriller']",Drama Romance
Juliet and Alfa Romeo,"['Comedy', 'Drama']",Drama Romance
Fireproof,['Drama'],Drama Romance
Faith Connections,"['Documentary', 'Drama']",Drama
Benji,"['Adventure', 'Family', 'Romance']",Family
Open Water,"['Drama', 'Thriller']",Thriller
High Road,['Comedy'],Comedy
Kingdom of the Spiders,"['Horror', 'Science Fiction']",
Mad Hot Ballroom,"['Documentary', 'Family']",Comedy
The Station Agent,"['Drama', 'Comedy']",Comedy Drama
To Save A Life,['Drama'],Drama
Wordplay,['Documentary'],
Beyond the Mat,['Documentary'],
The Singles Ward,"['Comedy', 'Drama', 'Family', 'Romance']",Comedy Drama
Osama,['Drama'],Drama
Sholem Aleichem: Laughing In The Darkness,['Documentary'],
Groove,"['Drama', 'Music', 'Romance']",Drama
The R.M.,"['Comedy', 'Crime', 'Family']",Comedy
Twin Falls Idaho,"['Drama', 'Romance']",Drama
Mean Creek,"['Crime', 'Drama']",Drama
Hurricane Streets,"['Romance', 'Crime', 'Drama']",Drama
Never Again,"['Comedy', 'Romance']",Comedy Drama Romance
Civil Brand,"['Crime', 'Drama', 'Thriller']",Drama
Lonesome Jim,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Drinking Buddies,"['Romance', 'Drama']",Comedy Drama
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,['Documentary'],Drama
Seven Samurai,"['Action', 'Drama']",
The Other Dream Team,['Documentary'],Drama
Johnny Suede,"['Comedy', 'Romance']",Comedy Drama
Finishing The Game,['Comedy'],Comedy
Rubber,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",Comedy
Kiss the Bride,"['Drama', 'Comedy', 'Romance']",Comedy Drama
The Slaughter Rule,['Drama'],Drama Romance
Monsters,"['Drama', 'Thriller', 'Science Fiction']",Science Fiction
The Californians,"['Drama', 'Comedy']",Comedy
The Living Wake,['Comedy'],Comedy
Detention of the Dead,"['Comedy', 'Horror']",Comedy
Crazy Stone,"['Action', 'Comedy']",Action Comedy
Scott Walker: 30 Century Man,"['Documentary', 'Music']",
Everything Put Together,['Drama'],Drama
Good Kill,"['Action', 'Drama', 'Thriller']",Action
The Outrageous Sophie Tucker,[],
Now Is Good,"['Drama', 'Romance']",Drama Romance
Girls Gone Dead,"['Horror', 'Comedy']",
America Is Still the Place,[],Drama
Subconscious,"['Action', 'Thriller', 'Mystery']",
Enter Nowhere,"['Mystery', 'Science Fiction', 'Thriller']",Thriller
El Rey de Najayo,"['Crime', 'Drama']",Drama
Fight to the Finish,"['Romance', 'Action']",
Alleluia! The Devil's Carnival,"['Music', 'Horror']",
The Sound and the Shadow,"['Thriller', 'Comedy', 'Mystery']",Thriller
Rodeo Girl,['Family'],
Born to Fly: Elizabeth Streb vs. Gravity,['Documentary'],
The Little Ponderosa Zoo,[],
The Toxic Avenger,"['Science Fiction', 'Action', 'Comedy', 'Horror']",Comedy
Straight Out of Brooklyn,['Drama'],Drama
Bloody Sunday,"['Action', 'Adventure', 'Drama', 'History']",Drama
Diamond Ruff,[],Drama
Conversations with Other Women,"['Drama', 'Romance']",Drama
Poultrygeist: Night of the Chicken Dead,"['Horror', 'Comedy']",
Mutual Friends,[],
42nd Street,"['Music', 'Comedy', 'Romance']",Comedy
Rise of the Entrepreneur: The Search for a Better Way,[],
Metropolitan,"['Comedy', 'Drama']",Comedy Drama
As It Is in Heaven,"['Romance', 'Drama', 'Comedy', 'Music']",Drama
Roadside,"['Horror', 'Drama']",
Napoleon Dynamite,['Comedy'],Comedy
Blue Ruin,"['Crime', 'Thriller']",Drama Thriller
Paranormal Activity,"['Horror', 'Mystery']",Horror
Dogtown and Z-Boys,['Documentary'],
Monty Python and the Holy Grail,"['Adventure', 'Comedy', 'Fantasy']",Comedy
Quinceañera,['Drama'],Drama
Gory Gory Hallelujah,[],
Tarnation,"['Documentary', 'Drama']",Drama
I Want Your Money,['Documentary'],Drama
Love in the Time of Monsters,"['Horror', 'Comedy']",
The Beyond,['Horror'],Horror
What Happens in Vegas,"['Comedy', 'Romance']",Comedy Romance
The Dark Hours,"['Horror', 'Science Fiction', 'Thriller']",Thriller
My Beautiful Laundrette,"['Romance', 'Drama', 'Comedy']",Drama
Fabled,"['Drama', 'Mystery', 'Thriller']",Drama
Show Me,"['Drama', 'Thriller']",
Cries and Whispers,['Drama'],Drama
Intolerance,['Drama'],Drama
Trekkies,['Documentary'],
The Broadway Melody,"['Drama', 'Music', 'Romance']",Drama Romance
The Evil Dead,['Horror'],Horror
Maniac,['Horror'],
Censored Voices,"['History', 'Documentary']",Drama
Murderball,['Documentary'],
American Ninja 2: The Confrontation,"['Action', 'Adventure', 'Drama']",Action Adventure
